,flag,avg min between sent tnx,avg min between received tnx,time diff between first and last (mins),sent tnx,received tnx,unique received from addresses,unique sent to addresses,min value received,avg val received,min val sent,total ether balance,total erc20 tnxs,erc20 total ether received,erc20 total ether sent,erc20 uniq sent addr,erc20 uniq rec addr,erc20 uniq rec contract addr,erc20 min val rec,erc20 uniq sent token name
33,0,2152.95,680.22,22889.93,10,2,1,6,0.05,0.075,0.0,0.039265736,2.0,1e-12,1e-11,1.0,1.0,1.0,0.0,1.0
34,0,0.0,648.26,449889.15,0,694,4,0,0.0,1.618731,0.0,1123.399095,2.0,0.532864637,0.0,0.0,2.0,2.0,0.082576,0.0
35,0,45.91,58.88,450106.65,5970,2989,1337,2212,0.0,74.622817,0.0,-2891.354427,325.0,139793.7886,137260.2674,21.0,295.0,15.0,0.0,6.0
36,0,0.0,0.0,4.87,1,1,1,1,0.003,0.003,0.0,0.003,2.0,3.75e-12,5e-15,1.0,1.0,1.0,0.0,1.0
37,0,1067.84,128.81,636162.82,68,4375,1,4,0.443993,1.055731,0.0,0.03299662,10.0,1444.347483,4.431401966,2.0,8.0,8.0,0.0,1.0
38,0,1051.87,85496.6,345142.02,3,4,2,3,0.0,1.395953,0.0069999999999999,-5.467189299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,2.12,0.92,21206.93,9996,4,3,2,1.0,11.0,0.0,44.0,35.0,3106124509.0,100.0,1.0,25.0,31.0,0.0,1.0
40,0,17441.04,1245.91,160707.1,9,3,2,4,1.0,18.996667,0.0,0.952613114,13.0,122017.8964,120100.0,1.0,6.0,9.0,0.0,1.0
41,0,45561.42,26284.49,802574.4,13,8,7,5,0.0,21.925,0.0,-88.86,15.0,21167.384,636100.0,4.0,6.0,6.0,1.0,2.0
42,0,379.78,56424.63,339687.12,3,6,6,1,0.0,0.888941,4.5,-8.166350999999999,13.0,53070.89588,0.0,0.0,10.0,13.0,0.0,0.0
43,0,1478.05,51541.26,355017.02,33,6,3,11,0.0,9.803306,0.0,-17.34361821,7.0,25000.0,27500.0,3.0,1.0,2.0,1e-06,4.0
44,0,164.22,0.0,328.45,2,1,1,2,101.0,101.0,1.335323,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1790.44,450.56,13445.97,6,6,5,2,0.2,2.615514,0.199528,0.003489099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0,803.95,112925.21,340383.53,2,3,2,2,0.0,2.333333,6.955496000000001,-6.9114960000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,18649.44,15420.31,266825.07,11,4,3,6,0.195,1.67375,0.0,-1.6564050330000002,4.0,148.7699492,0.0,0.0,4.0,4.0,0.0,0.0
48,0,65.85,32.24,204236.48,2217,1807,1471,1205,0.0,18.736369,0.0,-10.64504551,5.0,4195.406065,4193.352,1.0,3.0,3.0,1.0,1.0
49,0,181.7,56819.72,286279.03,12,5,5,7,0.0,63.085,0.1,-398.775,11.0,255.2313319,0.0,0.0,9.0,10.0,0.0,0.0
50,0,23359.72,27049.27,1169229.5,35,13,6,23,0.0,182.498725,0.0,-629.3501786,20.0,95357.7025,96084.93585,8.0,9.0,11.0,0.0,6.0
51,0,20827.93,0.0,186707.1,8,1,1,2,10.0,10.0,1.621938,-91.51193767,1.0,0.031819385,0.0,0.0,1.0,1.0,0.031819,0.0
52,0,4183.18,1470.01,962956.75,181,140,57,103,0.0731,4.007761,0.0,-34.0981,135.0,2447415.911,2345018.342,34.0,51.0,65.0,0.0,25.0
53,0,1969.46,288.59,97419.95,48,10,4,13,0.09,25.810391,0.0,-66.3030896,27.0,406.7725702,0.000150816,2.0,6.0,10.0,0.0,2.0
54,0,76.32,74.96,754216.92,3424,6576,4848,1129,3.8e-05,21.959042,0.0,-3743.443847,579.0,3129376351.0,18694925.79,137.0,135.0,87.0,0.0,7.0
55,0,26.01,82.8,652.87,6,6,5,1,0.77,1.047658,0.769559,0.002762225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,8174.66,3.43,24534.25,3,3,1,1,0.001,0.147,0.01,0.0013463879999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,628.48,672.28,4486.98,5,2,2,4,0.740937,3.433549,0.0,0.00536902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,0.0,0.0,2.5,1,1,1,1,0.8548709999999999,0.8548709999999999,0.8538209999999999,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,0.0,0.0,8873.97,1,1,1,1,0.134989,0.134989,0.134569,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,22.94,14237.49,242427.3,17,17,1,1,0.017319,0.050856,0.002319,0.05797088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,7750.02,59605.36,531093.05,7,8,2,5,0.545459,6.1445940000000006,0.0,42.06374870000001,18.0,2640.39347,424.4909721,2.0,12.0,15.0,0.0,2.0
62,0,621.07,5012.75,93911.63,14,17,9,10,0.5,39.759632,0.0,0.090278633,3.0,0.002407524,0.0,0.0,2.0,2.0,0.0,0.0
63,0,13243.1,38530.77,414518.23,9,8,5,6,0.0,0.270796,0.0,-1.622766947,19.0,320.9921798,6.15e-08,1.0,5.0,5.0,0.0,1.0
64,0,5815.7,845.41,1040169.4,30,1024,1,30,0.20001,0.24501,5.0508510000000015,50.00667943,15.0,3632.662868,0.0,0.0,11.0,15.0,0.0,0.0
65,0,1905.13,728.9,240610.1,124,6,4,8,0.5,12.769696,0.0,-3.670073533,8.0,1016.953872,0.0,0.0,6.0,8.0,0.0,0.0
66,0,24.63,3319.39,10032.05,3,3,3,1,0.04,5.281667,0.038953,0.001907957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,59.56,24076.63,120621.38,4,5,2,2,0.001,0.173506,0.00074,0.0048509999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,0.0,0.0,28803.42,1,1,1,1,12.0,12.0,11.999559,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,56814.86,62086.18,294616.95,3,2,2,3,0.0,10.0,4.952493,-19.90586873,2.0,3.615281187,0.0,0.0,2.0,2.0,1.503014,0.0
70,0,2.23,0.0,8.92,4,2,2,4,103.561873,1000.5,0.001078,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,52.48,287.13,9299.17,24,28,13,1,1.761724,2.036327,1.761261,0.012708609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,1466.39,44699.56,321695.25,6,7,5,2,0.0,10.936062,0.0,-17.96892874,3.0,2000.0,2000.0,1.0,1.0,1.0,2000.0,1.0
73,0,25905.07,1129.25,161076.67,6,5,1,2,0.099,13.701916,0.002079,0.004221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0,3834.85,2945.2,620113.1,121,53,18,63,0.0,7.878402,0.0,-14.6304328,91.0,635003.3331,603909.4009,14.0,32.0,35.0,0.0,22.0
75,0,3880.52,1645.59,101238.1,21,12,5,12,0.99,4.114642,0.0,0.025560232,11.0,2894.196767000001,1889.0,2.0,5.0,5.0,0.0,2.0
76,0,21466.84,20051.27,674198.88,23,9,5,11,0.0,6.755565,0.0,-50.42288815,11.0,440.5877629,1.5e-08,1.0,6.0,10.0,0.0,1.0
77,0,1904.23,4621.92,72065.0,16,9,9,11,0.01,1.9476830000000005,0.0,-0.367999256,10.0,483.5530638999999,482.94869960000005,4.0,6.0,5.0,0.0,4.0
78,0,248.61,17068.13,611682.27,1156,19,9,72,0.0,72.622476,0.0,-14.37230628,559.0,22892.27349,21687.16163,8.0,19.0,14.0,0.0,4.0
79,0,10154.24,5026.86,1009090.55,87,25,10,41,0.0,10.501527,0.0,-79.63904036,70.0,132059.1029,98179.89698,15.0,24.0,30.0,0.0,11.0
80,0,674.61,221.0,11677.73,16,4,2,10,0.01,63.3775,0.0,0.31,21.0,18468.63835,0.901333333,4.0,11.0,11.0,0.0,2.0
81,0,3517.86,7188.55,381840.42,49,30,11,22,0.0,110.350012,0.0,-1633.635915,55.0,3482165.455,3480165.208,5.0,25.0,26.0,0.0,6.0
82,0,20.41,0.0,102.07,5,1,1,4,101.0,101.0,0.2,0.00252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0,0.0,8831.65,291444.58,0,33,5,0,0.0,1.402192,0.0,46.27232361,1.0,0.527787122,0.0,0.0,1.0,1.0,0.527787,0.0
84,0,244.78,169.09,16284.15,61,8,3,4,0.009559,0.121569,0.0,0.35855313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0.0,0.0,169.87,1,1,1,1,0.4494770000000001,0.4494770000000001,0.447277,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0.0,0.0,2250.73,1,1,1,1,0.86761,0.86761,0.8669899999999999,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,408.32,170321.78,341868.53,3,2,2,2,0.0,0.23,0.041,-0.380176274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,5801.32,3041.25,614761.98,85,40,10,24,0.060587,18.64848,0.0,-18.67313494,24.0,52442.27417,46941.50389,2.0,16.0,20.0,0.0,2.0
89,0,3.6,0.0,10.8,3,2,2,3,437.787303,1000.5,8.511289999999999,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0.0,0.0,7.53,1,1,1,1,1.0,1.0,0.996747,0.00325311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,13.67,40512.33,688942.0,17,17,5,3,0.01,12.28744,0.009515,0.011052491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,193.0,0.0,772.02,4,1,1,2,0.39,0.39,0.0,-0.00776788,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
93,0,20981.23,121771.36,596107.57,11,3,3,6,0.02,10.397695,0.0,0.029906,7.0,8898.2,8898.2,3.0,3.0,1.0,0.9,2.0
94,0,129.61,26178.65,288353.97,3,11,5,2,0.0,32.977228000000004,10.0,-358.9803421000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0,0.0,0.0,31.28,1,1,1,1,0.732876,0.732876,0.7316159999999999,0.00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,5.88,0.42,18.47,3,2,2,3,560.184406,1000.5,0.6064,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,21.65,0.0,64.95,3,1,1,3,101.0,101.0,1.093799,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0,31239.32,984.92,251884.43,8,2,2,4,1.0,1.5,0.0,0.28,11.0,18084.16229,9499.0,1.0,6.0,8.0,0.0,1.0
99,0,997.32,84555.41,342210.95,4,4,3,3,0.0,1.31125,2.2,-5.121116224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,9.02,12.37,952.85,59,34,8,52,0.0,3.4551580000000004,0.0,0.027399237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,3.62,0.0,10.87,3,2,2,3,437.511331,1000.5,2.000775,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,15.48,0.0,46.45,3,1,1,3,101.0,101.0,9.999496,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0,63819.21,336.67,511227.0,8,2,2,5,0.006845,0.800922,1e-05,-2.065204501,11.0,834.17353,0.0,0.0,9.0,11.0,0.0,0.0
104,0,161.67,0.04,323.42,2,2,2,2,24.612212,50.5,2.4845,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,5.05,0.0,20.18,4,2,2,3,497.549392,1000.5,1.0,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,157.32,0.0,314.65,2,1,1,2,101.0,101.0,1.041843,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,36.98,0.0,73.97,2,1,1,2,30.0,30.0,10.673034,0.001008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,3.21,0.38,10.38,3,2,2,3,908.853504,1000.5,0.100592,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,108.58,0.82,327.37,3,2,2,3,46.981604,50.5,4.0,0.001506437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,0.0,2336.51,228977.53,0,98,3,0,0.0,0.9501,0.0,93.10979582,1.0,2.010660203,0.0,0.0,1.0,1.0,2.01066,0.0
111,0,26.4,620.61,138977.15,163,217,5,2,0.261456,314.639235,24.49958,0.104811001,1.0,600.0,0.0,0.0,1.0,1.0,600.0,0.0
112,0,3500.97,14465.72,816620.55,6,55,1,4,0.01,0.46172,0.27,12.62458564,11.0,961.7267601,0.0,0.0,8.0,11.0,0.0,0.0
113,0,2809.83,3186.72,376480.78,58,67,12,32,0.0,8.303953,0.0,-23.1113442,46.0,128960.5576,127086.9274,13.0,17.0,20.0,0.0,13.0
114,0,19121.43,11.04,267722.13,14,2,1,9,0.8971,3.74915,0.002749,-1.99296836,3.0,0.4517041020000001,0.0,0.0,3.0,3.0,0.0,0.0
115,0,1396.24,1470.58,1150335.93,213,580,8,132,0.009918,0.316584,0.0005,0.335129226,8.0,661.7509098999999,0.0,0.0,7.0,8.0,0.0,0.0
116,0,30200.21,109066.9,617468.87,6,4,4,5,0.01129,5.418029,0.001619,0.00137294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0,0.0,1426.21,226766.85,0,159,5,0,0.0,0.91998,0.0,146.2768721,2.0,2.443222682,0.0,0.0,2.0,2.0,1.059583,0.0
118,0,0.0,0.0,10.93,1,1,1,1,2.75,2.75,2.74938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0,24.47,0.0,73.42,3,2,2,3,29.231127,50.5,2.0,0.001523001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0,1449.95,556.53,520700.2,191,438,4,3,0.002178,0.696882,0.0,0.101450356,11.0,5336.862638000001,5258.500016,1.0,6.0,6.0,0.0,2.0
121,0,5.13,3733.57,127115.7,34,34,1,34,0.103256,0.385352,0.102815,0.015961896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0,0.0,27224.25,353915.25,0,13,5,0,0.452055,1.33857,0.0,17.40140661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0,24.86,0.23,75.03,3,2,2,3,39.560242,50.5,5.836762,0.001512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0,20.87,0.0,62.6,3,1,1,3,101.0,101.0,1.202016,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,6.0,37680.11,301482.83,7,8,4,1,0.11,9.842931,0.129412,0.01339322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,155.16,0.0,310.32,2,1,1,2,101.0,101.0,0.2,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,13.6,0.0,40.8,3,1,1,3,101.0,101.0,0.05,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,364.17,230.02,376485.87,682,557,554,170,0.019415,1.220148,0.006532,0.45179059,1.0,7.566596724,0.0,0.0,1.0,1.0,7.566597,0.0
129,0,1.97,1332.65,2669.23,2,2,2,1,53.995,296.1,53.994443,0.001088977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0,8197.19,3055.47,946931.97,98,47,18,40,0.0,20.405141,0.0,-203.3756139,111.0,893275.1803,893227.0201,20.0,27.0,31.0,0.0,16.0
131,0,0.0,0.0,13.88,1,1,1,1,4.995,4.995,4.98,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0,1.97,0.0,5.9,3,2,2,3,439.322618,1000.5,1.3716,0.001830667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,161.06,0.63,323.38,2,2,2,2,11.072192,50.5,2.660313,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0,5.95,123984.24,743941.13,6,6,5,2,2.802,5.843667,2.800476,0.00975847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0,93612.1,10060.62,992074.2,2,80,3,1,0.0003,0.098978,0.078168,0.00135,1.0,0.590491666,0.0,0.0,1.0,1.0,0.590492,0.0
136,0,5.75,8482.58,152789.92,18,18,7,1,0.43,5.466667,0.429384,0.013551552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,5.66,16246.22,178770.6,11,11,11,1,0.375549,1.018111,0.375314,0.01161011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,72100.0,10243.09,1019244.7,13,8,4,8,0.1,131.189784,0.0,0.47027113,23.0,25663.33033,5836.970119,1.0,16.0,20.0,0.0,1.0
139,0,163.02,0.94,327.92,2,2,2,2,32.780812,50.5,0.001982,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,162.38,0.63,326.03,2,2,2,2,48.19835,50.5,0.005731,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,132551.76,47103.98,936622.48,6,3,3,3,0.0,2.744752,0.0,-4.793751,12.0,7557251.085,24683.49502,3.0,5.0,6.0,0.0,2.0
142,0,0.0,0.0,948.73,1,1,1,1,1.0,1.0,0.999559,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0,0.0,19247.54,250218.08,0,13,4,0,0.0,0.452745,0.0,5.88569015,2.0,0.707816805,0.0,0.0,2.0,2.0,0.150693,0.0
144,0,159.83,0.92,321.5,2,2,2,2,14.242353,50.5,2.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0,22.05,21.34,232149.93,8901,7835,189,650,0.000572,3647.937469,0.001,629.1782661000002,30.0,7790615.1510000015,0.0,0.0,25.0,29.0,0.0,0.0
146,0,6736.68,1019.6,182217.27,16,73,72,1,0.02,0.123734,0.359475,0.006507092,1.0,0.027084248,0.0,0.0,1.0,1.0,0.027084,0.0
147,0,17363.42,3975.35,77404.38,4,2,1,3,4.995,6.995,4.994559,-17.682988,1.0,0.6770380359999999,0.0,0.0,1.0,1.0,0.677038,0.0
148,0,0.0,0.0,2259.65,1,1,1,1,12.123629,12.123629,12.123009,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,160.19,0.15,320.68,2,2,2,2,36.096668,50.5,1.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0,3.54,3346.38,6699.85,2,2,2,1,0.201984,0.601137,0.201564,0.000840005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0,0.0,4097.93,192602.83,0,47,5,0,0.0,11.885895,0.0,558.6370505,2.0,5.761324514,0.0,0.0,2.0,2.0,0.900874,0.0
152,0,152.67,0.0,305.33,2,1,1,2,101.0,101.0,5.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0,0.0,0.0,20.93,1,1,1,1,2.39451,2.39451,2.394006,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0,22.91,0.0,68.72,3,1,1,3,101.0,101.0,0.11005,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0,6.38,2935.83,205942.0,68,70,70,68,0.043146,2.018109,0.042726,0.029244115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0,0.0,0.0,1.32,1,1,1,1,0.70724,0.70724,0.7064,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0,162.63,0.43,326.13,2,2,2,2,21.595231,50.5,0.22,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0,71.83,27.81,511631.95,5304,4698,333,2525,0.0,81.983698,0.001,-752576.9329,5.0,1082.047004,0.0,0.0,5.0,4.0,0.0,0.0
159,0,3.59,0.0,10.78,3,2,2,3,521.161647,1000.5,4.07,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0,26.18,20470.41,81986.35,4,4,2,1,1.372664,6.236932,1.36962,0.01228876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0,10.53,2020.11,24336.13,9,12,2,9,0.995,6.710382000000001,1.445791,0.004129493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0,159.52,0.0,319.03,2,1,1,2,101.0,101.0,0.461097,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0,2411.88,84822.03,365818.75,11,4,3,6,0.0138229999999999,0.31883,0.0,0.03532431,12.0,463.449346,463.449346,4.0,2.0,4.0,0.0,4.0
164,0,3827.27,1074.42,1921036.52,64,1560,1,43,0.200004,1.994397,3.327554,41.78640022,13.0,3443.673581,0.0,0.0,10.0,13.0,0.0,0.0
165,0,22.77,0.0,68.3,3,1,1,3,101.0,101.0,2.25,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0,484.97,13360.06,237790.27,22,17,13,21,0.006783,0.263426,0.0,0.01058002,6.0,4.609305003999999,4.609305003,3.0,3.0,3.0,0.0,2.0
167,0,16472.66,8727.64,915822.2,45,20,9,25,0.0,2.005246,0.0,-0.918555982,74.0,23951.62405,22107.58932,9.0,19.0,25.0,0.0,10.0
168,0,0.0,1995.75,319320.53,0,160,3,0,0.0,0.670056,0.0,107.2089593,4.0,38.30065663,0.0,0.0,4.0,4.0,0.0,0.0
169,0,1.88,0.0,5.65,3,2,2,3,100.470569,1000.5,0.024528,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0,367.75,5872.92,868228.45,1259,69,21,78,0.25,40.263488,0.0,-3500.466893,211.0,23609743.37,15097095.87,18.0,103.0,101.0,0.0,17.0
